reason,dapp_sector,name,dapp_category,volume_per_user,robust_z,governance_type,token_type,users,volume,research_comments_excerpt,tx_per_user,tvl_to_mcap
high_volume_per_user (sector=collectibles),collectibles,ZetaHub,NFT marketplace,2.0331460367007628,92.79147232322185,TEAM_CONTROLLED,,428002,870190.57,"Early-stage Web3 community/engagement hub; no public DAO, token governance, or multisig structure identified; roadmap and upgrades appear fully team-driven.",,
high_volume_per_user (sector=collectibles),collectibles,Sweep,NFT marketplace,1.902548982309302,86.78778126960026,TEAM_CONTROLLED,UTILITY,5257,10001.7,NFT launcher; materials emphasize community but no binding governance—operator controls backend/policies,,
high_volume_per_user (sector=collectibles),collectibles,TON Station,NFT marketplace,11.577524890020838,531.5571259672415,TEAM_CONTROLLED,REWARD,4319,50003.33,Telegram game/store on TON with $SOON/MRSOON; no public governance—company sets policies,,
high_volume_per_user (sector=collectibles),collectibles,BOSS FIGHTERS,NFT marketplace,5.217670097916144,239.18756605940342,TEAM_CONTROLLED,REWARD,3983,20781.98,Web3 game with BFTOKEN; governance messaging exists but no binding DAO; studio controls economy,,
high_volume_per_user (sector=collectibles),collectibles,Phi Protocol,NFT marketplace,6.406833205226748,293.8547095254229,SNAPSHOT_OFFCHAIN,UTILITY,3903,25005.87,PHI token on Base used for governance/participation; team executes protocol changes → semi,,
high_volume_per_user (sector=collectibles),collectibles,HAiO,NFT marketplace,0.19713005701873473,8.387786781566778,TEAM_CONTROLLED,REWARD,3683,726.03,AI x music agent app; token exists; no credible DAO docs—execution centralized,,
high_volume_per_user (sector=collectibles),collectibles,Morkie,NFT marketplace,0.4352009536784741,19.33216924917935,TEAM_CONTROLLED,UTILITY,2936,1277.75,"NFT project/site; no DAO docs; platform, mints and rules operator-run",,
high_volume_per_user (sector=collectibles),collectibles,Hello Pixel,NFT marketplace,1.070726774082962,48.54799421618893,TEAM_CONTROLLED,REWARD,2917,3123.31,Telegram wallet/mini-app with PIXEL rewards; no DAO/governance over ops → centralized,,
high_volume_per_user (sector=collectibles),collectibles,Cambria: Duel Arena,NFT marketplace,3191.449096671949,146713.7707764237,TEAM_CONTROLLED,,2524,8055217.52,Ronin/Abstract PvP title; no governance docs; economy and rules run by studio,,
high_volume_per_user (sector=collectibles),collectibles,Puush.fun,NFT marketplace,757.742806722689,34833.60052147845,TEAM_CONTROLLED,UTILITY,2380,1803427.88,Fair-launch platform with operator-set rules; no binding token governance or DAO process disclosed,,
high_volume_per_user (sector=collectibles),collectibles,Thrive on Mars,NFT marketplace,0.3604039115646258,15.893666484559333,TEAM_CONTROLLED,REWARD,2352,847.67,NFT/game economy references Martia Token staking and rewards mechanics; no binding governance (DAO/timelock) evidenced—game economy and policies remain studio-operated despite on-chain assets.,,
high_volume_per_user (sector=collectibles),collectibles,Ebisu's Bay,NFT marketplace,433.3542181622783,19921.098274686465,SNAPSHOT_OFFCHAIN,UTILITY,1861,806472.2,Ebisu’s Bay runs gamified DAO elements (Fortune→Mitama) for community voting; marketplace ops by team,,
high_volume_per_user (sector=collectibles),collectibles,Micro3,NFT marketplace,0.15621720561317878,6.506977745664461,TEAM_CONTROLLED,UTILITY,1639,256.04,SocialFi mint-to-earn app; token present but no binding governance—team runs infra → semi,,
high_volume_per_user (sector=collectibles),collectibles,SpaceFi,DEX,108.74404682274248,4998.409622428684,SNAPSHOT_OFFCHAIN,UTILITY,1495,162572.35,"SPACE is governance/utility; proposals possible, execution by core team → semi",,
high_volume_per_user (sector=collectibles),collectibles,Roach Racing Club,NFT marketplace,15.109785561115082,693.9390563172306,SNAPSHOT_OFFCHAIN,REWARD,1399,21138.59,$RRC docs mention governance votes; studio still runs game economy/updates → semi,,
high_volume_per_user (sector=collectibles),collectibles,CorgiAI,NFT marketplace,29.148286163522016,1339.3044580536023,TEAM_CONTROLLED,SPECULATIVE,1272,37076.62,Meme/AI project with token used for “governance” per third-party notes; no credible binding DAO → semi,,
high_volume_per_user (sector=collectibles),collectibles,Apeiron,NFT marketplace,9.995562080536912,458.83254568695503,SNAPSHOT_OFFCHAIN,GOVERNANCE,1192,11914.71,APRS is governance token for game/treasury; studio executes development and marketplace ops → semi,,
high_volume_per_user (sector=collectibles),collectibles,Robots Farm,NFT marketplace,3.280445804195804,150.131222367262,TEAM_CONTROLLED,REWARD,1144,3752.83,Gamified trading with RBF token; contracts handle rewards but rules/treasury set by operator,,
high_volume_per_user (sector=collectibles),collectibles,NFTs2Me,NFT marketplace,0.3486084452975048,15.35141585240541,NONE,,1042,363.25,No-code NFT tooling; docs + ecosystem pages state no token and no formal governance,,
high_volume_per_user (sector=defi),defi,PancakeSwap V3,DEX,129661.28784927346,49.2161106688855,SNAPSHOT_OFFCHAIN,UTILITY,627839,81406413302.0,Same governance surface as PancakeSwap broadly: CAKE-based off-chain voting framework and documented voting guides; execution remains operator-dependent rather than purely on-chain binding control.,,
high_volume_per_user (sector=defi),defi,1inch Network,DEX,35109.42228295537,12.834680038076321,MULTISIG_WITH_COMMUNITY_INPUT,UTILITY,363704,12769437322.0,"Off-chain Snapshot with on-chain execution guarded by DAO multisig; strong, but not fully autonomous",,
high_volume_per_user (sector=defi),defi,Pendle,Derivatives,25286.708893605242,9.055120918427761,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,270925,6850801607.0,ePENDLE on-chain governance with timelock; core immutable components; broad tokenholder control → decentralized,,
high_volume_per_user (sector=defi),defi,Helix,DEX,29092.322381499427,10.519435369424855,TEAM_CONTROLLED,,100105,2912286932.0,"Helix DEX protocol is decentralized, but product ops and listings are team-run",,
high_volume_per_user (sector=defi),defi,DLN,Bridge/Router,11285.574036306589,3.667799224535446,MULTISIG_WITH_COMMUNITY_INPUT,UTILITY,89240,1007124627.0,deBridge/DBR: staking + forum governance; governance multisig custodies ecosystem funds,,
high_volume_per_user (sector=defi),defi,Across,Bridge/Router,24226.286170036987,8.647094111915175,SNAPSHOT_OFFCHAIN,UTILITY,78677,1906051517.0,ACX holders vote via forum+Snapshot with oSnap optimistic execution; team/foundation still steers operations,,
high_volume_per_user (sector=defi),defi,Jito,Derivatives,102905.01097015176,38.920897291696974,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,29717,3058028211.0,JTO tokenholders govern via DAO with foundation bylaws; on-chain proposals/JIPs define protocol direction → decentralized,,
high_volume_per_user (sector=defi),defi,Socket,DEX,12028.75554870319,3.9537587503196563,MULTISIG_WITH_COMMUNITY_INPUT,,29187,351083288.2,"Cross-chain infrastructure powering routing/bridges (e.g., Bungee); upgrades and ops controlled by operator multisigs; community/partners provide input but execution is gated.",,
high_volume_per_user (sector=defi),defi,Etherex,DEX,47142.422508633885,17.464707805048082,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,28087,1324089221.0,REX→xREX gauge voting allocates emissions on-chain; team still upgrades/operates frontends → semi,,
high_volume_per_user (sector=defi),defi,Morpho,Lending,8935426.17307784,3437.476325359789,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,20979,187456305685.0,MORPHO token governs protocol parameters/fees via on-chain process under foundation-backed DAO,,
high_volume_per_user (sector=defi),defi,Moonwell,Lending,113132.91772343911,42.856365701700106,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,16481,1864543617.0,Uses a mix of on-chain proposals and Snapshot; Moonwell Foundation oversees governance and ops → community input with foundation execution,,
high_volume_per_user (sector=defi),defi,SynFutures,DEX,83550.93871479572,31.473885718054007,TEAM_CONTROLLED,UTILITY,15126,1263791499.0,"Team indicates transition toward DAO via F token, but today governance remains team-led.",,
high_volume_per_user (sector=defi),defi,Maple,Lending,2679963.055950613,1030.5148540419714,SNAPSHOT_OFFCHAIN,UTILITY,12797,34295487227.0,Maple DAO governs via Snapshot/stSYRUP; Maple Foundation stewards execution,,
high_volume_per_user (sector=defi),defi,Venus Protocol,DAO Tooling,36115.86159574468,13.221935242646362,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,11280,407386918.8,DeFi lending protocol on BNB Chain; XVS token holders vote on binding on-chain proposals affecting protocol parameters; DAO controls core contracts with timelock and transparent execution.,,
high_volume_per_user (sector=defi),defi,SaucerSwap,DEX,113811.025606469,43.11728635893826,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,9646,1097821153.0,SAUCE/xSAUCE voting recorded via Hedera Consensus Service; execution still team/multisig → semi,,
high_volume_per_user (sector=defi),defi,Ethena,Payments/RWA,98049.09407952549,37.05244972117936,HYBRID,UTILITY,9104,892638952.5,"ENA governs by electing committees (risk, etc.); delegated expert governance with community oversight → semi",,
high_volume_per_user (sector=defi),defi,Etherfi,Yield Aggregator,124243.59934075926,47.13150601860925,SNAPSHOT_OFFCHAIN,UTILITY,8798,1093095187.0,ETHFI DAO proposals live; community votes with foundation execution → semi,,
high_volume_per_user (sector=defi),defi,THORChain,DEX,58278.50918494941,21.749623417092607,HYBRID,GOVERNANCE,8797,512676045.3,Protocol changes via validator/node consensus (TIPS; 67% node upgrades) → decentralized without token voting,,
high_volume_per_user (sector=defi),defi,Symbiosis,DEX,15700.880581590964,5.36670984706941,SNAPSHOT_OFFCHAIN,UTILITY,8322,130662728.2,veSIS (voting-escrow) governs via DAO proposals; execution/multisigs by team → semi,,
high_volume_per_user (sector=defi),defi,KernelDAO,DAO Tooling,60751.802649006626,22.701291097611495,SNAPSHOT_OFFCHAIN,UTILITY,8154,495370198.8,Snapshot process for KERNEL token; DAO stewards treasury/services; execution via DAO multisig,,
high_volume_per_user (sector=defi),defi,Meson,DEX,68748.7309041502,25.778329174348336,MULTISIG_WITH_COMMUNITY_INPUT,UTILITY,8096,556589725.4,"Cross-chain stablecoin liquidity protocol; MESON token exists; upgrades and parameters executed via multisig with public documentation and community discussion, but not fully DAO-owned timelock governance.",,
high_volume_per_user (sector=defi),defi,Mendi,DEX,54377.88711664841,20.248751801869307,SNAPSHOT_OFFCHAIN,UTILITY,7304,397176087.5,"Lending protocol on Linea; positioned as permissionless/non-custodial and references tokenholder governance (incl. ve-style voting language), but execution appears to still rely on operator/foundation action rather than clearly binding DAO-",,
high_volume_per_user (sector=defi),defi,LIDO,Derivatives,72354.0339994371,27.165568692877173,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,7106,514147765.6,Lido DAO uses Snapshot + Aragon on-chain votes; execution plus key ops via DAO/foundation multisigs,,
high_volume_per_user (sector=defi),defi,Wormhole,Bridge/Router,21899.034427495655,7.751620000171593,MULTISIG_WITH_COMMUNITY_INPUT,UTILITY,5179,113415099.3,W token staking for governance; Wormhole Foundation/Guardians execute via multisigs and programs,,
high_volume_per_user (sector=defi),defi,YEI,DEX,605538.2342779504,232.32285331853646,SNAPSHOT_OFFCHAIN,UTILITY,5152,3119732983.0,"Yei Finance is described as non-custodial DeFi on Sei with tokenholder governance narratives around CLO; however, I didn’t find clear evidence of binding on-chain governor/timelock execution—so treated as signalling/off-chain governance wit",,
high_volume_per_user (sector=defi),defi,Compound,Lending,32712.238452404512,11.912297632207103,DAO_WITH_TIMELOCK,GOVERNANCE,5053,165294940.9,COMP token with Governor Bravo + Timelock executes proposals on-chain; broadly distributed governance,,
high_volume_per_user (sector=defi),defi,Nostra,Lending,24812.018680182042,8.872470803939358,SNAPSHOT_OFFCHAIN,UTILITY,4834,119941298.3,NSTR token grants governance voting; company operates super-app/infra today,,
high_volume_per_user (sector=defi),defi,Fluid,Yield Aggregator,443793.61910721735,170.08716435041563,SNAPSHOT_OFFCHAIN,UTILITY,4794,2127546610.0,INST/Fluid forum + tokenholder proposals; execution by Instadapp team; smart contracts non-custodial but ops centralized,,
high_volume_per_user (sector=defi),defi,Save (formerly Solend),Lending,10924.556191247973,3.5288876799792797,MULTISIG_WITH_COMMUNITY_INPUT,UTILITY,4319,47183158.19,"Solana lending protocol with DAO voting via Solana governance tooling (Realms) and token-based voting power; however, historical governance showed reliance on trusted actors/operational intervention risk—best fit is DAO input with gated exe",,
high_volume_per_user (sector=exchanges),exchanges,Uniswap V4,DEX,46725.84204923366,5.816673092058886,DAO_WITH_TIMELOCK,GOVERNANCE,1440031,67286661052.0,Core protocol under Uniswap DAO with timelock; hooks are community-built; decentralized execution for protocol changes,,
high_volume_per_user (sector=exchanges),exchanges,PancakeSwap V2,DEX,69636.32288792363,9.000136612506617,SNAPSHOT_OFFCHAIN,UTILITY,867239,60391335025.0,Governance is run through off-chain voting mechanics tied to CAKE (Snapshot-style vote accounting); execution still depends on operator-controlled signers/ops rather than purely automatic binding governance.,,
high_volume_per_user (sector=exchanges),exchanges,DragonSwap,DEX,66471.7592566467,8.560413284601042,TEAM_CONTROLLED,,77971,5182869541.0,Sei/Kaia-ecosystem DEX; “community-driven” marketing but no binding governance process,,
high_volume_per_user (sector=exchanges),exchanges,ODOS,DEX,51113.99068609055,6.426416344769034,SNAPSHOT_OFFCHAIN,UTILITY,58622,2996404362.0,ODOS announces DAO for proposals/voting; aggregator infra and execution remain team-operated,,
high_volume_per_user (sector=exchanges),exchanges,Mento,DEX,31254.536135286988,3.666899879636307,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,54462,1702184547.0,Mento spun out from Celo with own token/DAO; on-chain control of protocol moving to Mento Governance,,
high_volume_per_user (sector=exchanges),exchanges,CoW Swap,DEX,667498.1344875688,92.07439772893524,SNAPSHOT_OFFCHAIN,UTILITY,36561,24404399295.0,CoW DAO uses Snapshot with oSnap for optimistic on-chain execution; DAO stewards protocol; multisigs execute → semi,,
high_volume_per_user (sector=exchanges),exchanges,Velora,DEX,176897.0237640885,23.90425542263159,SNAPSHOT_OFFCHAIN,"GOVERNANCE, UTILITY",33538,5932772383.0,"Velora (ex-ParaSwap) migrating to VLR governance; DAO + foundation structure, but company still operates core infra → semi.",,
high_volume_per_user (sector=exchanges),exchanges,Merchant Moe,DEX,1735171.3361233822,240.4300220869964,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,12903,22388915750.0,MOE with veMOE/sMOE staking governs gauges/fees on-chain; product and listings controlled by team,,
high_volume_per_user (sector=exchanges),exchanges,ParaSwap,DEX,62485.6955488194,8.006540649042057,SNAPSHOT_OFFCHAIN,UTILITY,12536,783320679.4,ParaSwap (rebranded to Velora) uses DAO voting; Blur/Velora Foundation facilitates execution.,,
high_volume_per_user (sector=exchanges),exchanges,Let's F***ing Joe (Trader Joe),DEX,34333.45206957288,4.094722264872846,SNAPSHOT_OFFCHAIN,UTILITY,9084,311885078.6,Trader Joe uses JOE governance (LFJ brand); execution by team/multisig → semi,,
high_volume_per_user (sector=exchanges),exchanges,Balancer,DEX,3677187.351121892,510.2775727954319,MULTISIG_WITH_COMMUNITY_INPUT,GOVERNANCE,8245,30318409710.0,veBAL Snapshot voting + Balancer Foundation; on-chain execution guarded by multisigs,,
high_volume_per_user (sector=exchanges),exchanges,SushiSwap V3,DEX,34662.08402959766,4.140386424597743,SNAPSHOT_OFFCHAIN,GOVERNANCE,6487,224852939.1,Sushi V3 follows Sushi DAO: Snapshot voting with core-team execution permissions; advisory-to-binding via set rules,,
high_volume_per_user (sector=exchanges),exchanges,Tokenlon,DEX,82441.57701540957,10.779455853858916,SNAPSHOT_OFFCHAIN,UTILITY,6165,508252322.3,LON holders vote (Snapshot→on-chain phases per litepaper); imToken/Tokenlon entities execute and operate the product,,
high_volume_per_user (sector=exchanges),exchanges,Lynex,DEX,60289.38947071011,7.701358914593643,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,5309,320076368.7,veLYNX (vote-escrow) governs gauge emissions on-chain; core infra still team-operated,,
high_volume_per_user (sector=exchanges),exchanges,ETH2 Deposit Contract,Infrastructure,621056.2776960784,85.62119589705168,NONE,,4080,2533909613.0,"Ethereum staking deposit contract is a canonical, immutable contract address used for validator deposits; it is not “governed” by a DAO and is validated socially via Ethereum Foundation + block explorer references.",,
high_volume_per_user (sector=exchanges),exchanges,AGNI Finance,DEX,80889.81659388647,10.563835207169957,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,3206,259332752.0,"Mantle DEX using ve(3,3)-style emissions voting mechanics; community can vote on emissions/incentives, but protocol operations and upgrade control still typically rely on team-defined parameters (no clear DAO-owned timelock confirmed from t",,
high_volume_per_user (sector=exchanges),exchanges,Ekubo,DEX,1406389.0478036175,194.74497390294667,ONCHAIN_TOKEN_GOVERNANCE,GOVERNANCE,3096,4354180492.0,EKUBO token with on-chain proposals/votes on Starknet; community can submit and pass binding changes; company builds apps but governance power sits with tokenholders,,
high_volume_per_user (sector=exchanges),exchanges,INIT Capital,Analytics,51624.052867203216,6.497290647153385,TEAM_CONTROLLED,,1988,102628617.1,Money-market “liquidity hook” app; materials don’t expose a binding DAO for INIT Capital product,,
high_volume_per_user (sector=exchanges),exchanges,Curve,DEX,765510.8742138365,105.69349126322672,DAO_WITH_TIMELOCK,GOVERNANCE,1908,1460594748.0,Mature DeFi DEX governed by Curve DAO: veCRV mechanics and DAO governance widely documented; active tokenholder governance with executable control paths and ongoing proposal activity.,,
high_volume_per_user (sector=exchanges),exchanges,Oku,DEX,206210.70259887006,27.977457896106344,TEAM_CONTROLLED,,1770,364992943.6,Recognized third-party Uniswap front-end; non-custodial swaps but ops/upgrades by Oku/GFX → semi,,
high_volume_per_user (sector=gambling),gambling,Polymarket,Casino,3992.530006880073,5.8054163334089735,TEAM_CONTROLLED,,215114,858849099.9,Company-operated prediction market; no token/DAO; relies on external UMA governance for oracle,,
high_volume_per_user (sector=gambling),gambling,Trade signal,NFT marketplace,1645484.6038903624,2669.9635522495687,NONE,,1131,1861043087.0,Gambling signal site,,
high_volume_per_user (sector=games),games,KGeN,NFT marketplace,0.9411022222941281,43473.95674385506,HYBRID,UTILITY,6057299,5700537.55,Gaming/reward distribution protocol; token used for ecosystem incentives and governance-style participation; operated via a foundation-led setup with partial decentralised elements.,,
high_volume_per_user (sector=games),games,World of Dypians,NFT marketplace,0.10955384368692508,5060.2135128087275,SNAPSHOT_OFFCHAIN,REWARD,3779236,414029.83,"Token-holder voting exists, but execution and game ops remain with the studio",,
high_volume_per_user (sector=games),games,DragonLand,NFT Gaming,0.00026182195039609323,11.420480200205702,TEAM_CONTROLLED,REWARD,1273690,333.48,P2E/token utility but no DAO mechanics; game ops/treasury controlled by team,,
high_volume_per_user (sector=games),games,Sugar Senpai,NFT Gaming,0.00028243642025171326,12.372774705552805,TEAM_CONTROLLED,,1228064,346.85,nan,,
high_volume_per_user (sector=games),games,Archer Hunter,NFT Gaming,0.00042245823629952206,18.841144107480392,TEAM_CONTROLLED,REWARD,1149084,485.44,"Mobile RPG transitioning deeper into Web3 on Sei; Nika Labs acquired IP and introduced $FASTER for in-game utility + ecosystem privileges (incl. governance mentions), but no evidence of binding on-chain governance controlling upgrades/treas",,
high_volume_per_user (sector=games),games,IDLE Glory,NFT Gaming,0.0002056412055230317,8.82518597126688,TEAM_CONTROLLED,REWARD,1066226,219.26,P2E game token tracked as IGL; no clear public DAO / binding governance surfaced; project direction and ops appear team-led.,,
high_volume_per_user (sector=games),games,motoDEX,DEX,3.3889414909228126,156552.96880743536,TEAM_CONTROLLED,,954040,3233185.74,Blockchain racing/NFT game across multiple chains; no formal governance mechanism or DAO execution path clearly documented in the surfaced third-party descriptions.,,
high_volume_per_user (sector=games),games,Sweat Economy,NFT marketplace,0.1932472955134016,8926.469345051613,HYBRID,REWARD,831766,160736.53,"SWEAT DAO uses a non-token “one-person, one-vote” governance model; foundation retains executor powers (including the ability to withhold execution in edge cases), so community influence exists but trusted actors still gate execution.",,
high_volume_per_user (sector=games),games,Karat Galaxy,NFT Gaming,0.6116570351722567,28255.091368877875,TEAM_CONTROLLED,REWARD,693558,424219.63,"Game/DeFi-style ecosystem referencing KARAT (staking/rewards + governance language appears in community materials), but no strong evidence of binding on-chain governance owning core upgrade authority.",,
high_volume_per_user (sector=games),games,FishWar,NFT Gaming,1.5423219578484069,71247.56696446861,TEAM_CONTROLLED,REWARD,560738,864838.53,"Token has “platform governance voting,” but no evidence of binding on-chain DAO; team likely executes",,
high_volume_per_user (sector=games),games,WorldShards,Payments/RWA,0.1765156455470366,8153.543412929397,TEAM_CONTROLLED,REWARD,520148,91814.26,Claims future player governance; currently studio-run with tokenized assets,,
high_volume_per_user (sector=games),games,My Guardian Base,NFT Gaming,0.0007195427446969648,32.565093690083955,NONE,,463461,333.48,No governance disclosed; standard mobile/Web3 hybrid run by developer,,
high_volume_per_user (sector=games),games,PlayEmber,NFT Gaming,0.008046092833256054,371.01829871311014,TEAM_CONTROLLED,REWARD,386047,3106.17,Web3/mobile studio; no DAO governance disclosed,,
